Company,Location,Type,Title,Description,Company_url,Company_logo,Latitude,Longitude
"MetaCommunications, Inc.","Iowa City, Iowa",Full Time,,,,,41.634209,-91.49905
"MetaCommunications, Inc.","Iowa City, Iowa",Full Time,Senior Software Engineer (Frontend),,,,41.634209,-91.49905
"MetaCommunications, Inc.","Iowa City, Iowa",Full Time,Senior Software Engineer (Frontend),"<p>MetaCommunications, Inc. is looking for an experienced and passionate Senior Software Engineer (Frontend) to provide software engineering leadership and support using cutting edge technologies to support growing client needs. Join a team of developers to build scalable, full stack Cloud–based offerings. Keep up–to–date with technical trends in the industry and evangelize the adoption of new technologies in solution architectures. Maintain responsibility for personal and team goals, give adequate direction to junior developers, and perform peer code reviews. Work extensively with business analysts and UX engineers to deliver world class solutions for clients.</p>
<p>Our Technology Stack:</p>
<ul>
<li>React / Redux.</li>
<li>JSON Schema / JSON Rules Engine / JSON Schema Forms.</li>
<li>TypeScript.</li>
<li>Jest.</li>
<li>ES 6 Decorators, Async/ Await.</li>
<li>Material UI, Bootstrap, Foundation, Styled Components.</li>
<li>Webpack.</li>
<li>Docker / Kubernetes / Kafka / Elasticsearch.</li>
</ul>
<p>Job Description:</p>
<p>MetaCommunications is looking for a talented Frontend Engineer to join our team. We are looking for someone with strong JavaScript skills and a passion for developing solutions that impact Fortune 500 Companies on a daily basis. We are a tight knit team that is focused on providing excellent service to our customers.</p>
<p>Individuals who succeed in this position are exceptional at sharing information, enthusiastic, learn quickly and seek opportunities for developing themselves and the team around them. We're looking for someone who isn't scared of the unknown and likes pushing the envelope. No day will look the same, but you will always be expected to rise to the occasion and overcome challenges.</p>
<p>Join our team and you will:</p>
<ul>
<li>Work with a high-performing team to deliver solutions for some of the world’s top brands</li>
<li>Develop new user-facing features using React.js</li>
<li>Translate designs and wireframes into high quality code</li>
<li>Optimize components for maximum performance</li>
<li>Grow in your knowledge of business processes as you see how some of the world’s top brands operate their creative and marketing teams</li>
</ul>
<p>Need to have:</p>
<ul>
<li>3+ years of experience with JavaScript</li>
<li>2+ years of experience with software development</li>
<li>1+ years of experience with React.js and Redux</li>
<li>Experience with REST or JavaScript</li>
<li>Experience with Agile development methods, including TDD, CI, or automated testing</li>
<li>Git, Gitflow, d Experience using a version control system, such as git, mercurial, perforce</li>
<li>BA or BS degree</li>
<li>Experience with CSS pre–processor, including LESS or SASS</li>
<li>Experience with server-side technologies-Node.js, .Net Core</li>
<li>Experience with issue tracking and change control tools, Team Services, YouTrack, or Jira</li>
<li>Experience with building and consuming REST APIs</li>
<li>Experience with relational database systems, including PostgreSQL, SQL Server, or MySQL</li>
<li>Experience with technical document writing</li>
<li>Knowledge of IaaS Cloud hosting solutions, including AWS or Azure</li>
<li>Possession of excellent oral and written communication skills</li>
<li>Knowledge of web technologies</li>
<li>Experience with relational databases and T-SQL</li>
<li>Experience working with a team of developers on software applications</li>
</ul>
<p>How to apply:
<a href=""https://www.workgroups.com/about/careers/?p=job%2Foeqh8fwN"">https://www.workgroups.com/about/careers/?p=job%2Foeqh8fwN</a></p>
<p>Company Statement:</p>
<p>MetaCommunications is a leader in providing innovative project management software for the world’s best creative teams. Our mission is simple: to build great products that make the best creative teams as productive as possible.</p>
<p>Our Perks/Benefits:
We're a fun team. We build awesome products, solve hard problems and keep a good life balance. Our culture is one of our biggest strengths. In our company, people treat each other with respect and compassion, and together cultivate a culture of teamwork, learning, accountability, and fun. There’s a commitment to understanding the whole person, helping to create a shared, unquestioning environment.</p>
<ul>
<li>Medical/Dental Insurance</li>
<li>401K</li>
<li>Generous PTO, including both maternal and paternal paid time off</li>
<li>Optimal workspace in the heart of downtown Iowa City</li>
<li>$20/month local gym membership within walking distance</li>
<li>Flexible work environment</li>
</ul>
<p>Why work at Meta? We LOVE...
Our customers:</p>
<ul>
<li>Ability to work directly with our customers, many of whom are Fortune 500 companies.</li>
<li>Opportunity to see the software through the customer lens.</li>
</ul>
<p>Our people:</p>
<ul>
<li>We are passionate about what we do.</li>
<li>We collaborate to identify solutions to problems.</li>
<li>We challenge each other to be better.</li>
<li>Continuous learners.</li>
<li>A great mix of cultures and backgrounds.</li>
<li>We hang out outside of work hours.</li>
<li>Talented colleagues who want to solve customer issues using an innovative technology.</li>
<li>People and talent-oriented leadership.</li>
</ul>
<p>Our products:</p>
<ul>
<li>Exciting technology.</li>
<li>Environment allows you to quickly learn how software is developed, deployed and maintained.</li>
<li>Fast-paced environment with new challenges at every turn.</li>
<li>Opportunities to learn and grow into new roles.</li>
<li>Dramatically improve the work experience for our customers.</li>
</ul>
<p>Our workspace:</p>
<ul>
<li>Located in the heart of beautiful downtown Iowa City, only steps from the best eateries.</li>
<li>Great view of the Ped Mall.</li>
<li>Natural light everywhere!</li>
<li>Farmer’s Market Wednesday.</li>
<li>Inside bike racks</li>
<li>Free downtown parking</li>
</ul>
<p>About MetaCommunications:
MetaCommunications develops workflow and collaborative productivity solutions that help marketing, creative design, packaging teams and enables workgroups around the world be more productive.</p>
<p>Our mission is to bring to market new innovative brands, products and approaches to help marketing teams improve creativity, performance and output that delivers dramatic growth and created value for their organization. Our vision is to be a global leader in innovative management solutions that allow people to collaborate, communicate and deliver anytime, anywhere, with speed and simplicity.</p>
<p>Meta’s team members are collaborative, driven, hungry, fearless problem solvers, flexible and uniquely talented. We find new ways to continually improve our products and services with convenience, security, and reliability for the customer as our key goals. Our culture is people-oriented, with continuous learning is at its core. Our main office is located in downtown Iowa City, IA.</p>
<p>As a customer-obsessed organization focused on creating win-win relationships, there are many exciting reasons to join the Meta team. We provide competitive salaries, quality healthcare and an enjoyable office environment. We are deeply mission and vision driven and support flexible schedules when needed.</p>
<p>MetaCommunications has a dynamic, fast-paced, and entrepreneurial environment, which requires a professional, flexible, self-starter orientation. We believe in hiring the best, the brightest, and cultivating a culture of collaboration and appreciation. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, creed, color, religion, sex, sexual orientation, gender identity, national origin, marital status, citizen status, age, disability, military or protected veteran status, genetic predisposition or carrier status or any other legally protected status.</p>
",,,41.634209,-91.49905
"MetaCommunications, Inc.","Iowa City, Iowa",Full Time,Senior Software Engineer (Frontend),"<p>MetaCommunications, Inc. is looking for an experienced and passionate Senior Software Engineer (Frontend) to provide software engineering leadership and support using cutting edge technologies to support growing client needs. Join a team of developers to build scalable, full stack Cloud–based offerings. Keep up–to–date with technical trends in the industry and evangelize the adoption of new technologies in solution architectures. Maintain responsibility for personal and team goals, give adequate direction to junior developers, and perform peer code reviews. Work extensively with business analysts and UX engineers to deliver world class solutions for clients.</p>
<p>Our Technology Stack:</p>
<ul>
<li>React / Redux.</li>
<li>JSON Schema / JSON Rules Engine / JSON Schema Forms.</li>
<li>TypeScript.</li>
<li>Jest.</li>
<li>ES 6 Decorators, Async/ Await.</li>
<li>Material UI, Bootstrap, Foundation, Styled Components.</li>
<li>Webpack.</li>
<li>Docker / Kubernetes / Kafka / Elasticsearch.</li>
</ul>
<p>Job Description:</p>
<p>MetaCommunications is looking for a talented Frontend Engineer to join our team. We are looking for someone with strong JavaScript skills and a passion for developing solutions that impact Fortune 500 Companies on a daily basis. We are a tight knit team that is focused on providing excellent service to our customers.</p>
<p>Individuals who succeed in this position are exceptional at sharing information, enthusiastic, learn quickly and seek opportunities for developing themselves and the team around them. We're looking for someone who isn't scared of the unknown and likes pushing the envelope. No day will look the same, but you will always be expected to rise to the occasion and overcome challenges.</p>
<p>Join our team and you will:</p>
<ul>
<li>Work with a high-performing team to deliver solutions for some of the world’s top brands</li>
<li>Develop new user-facing features using React.js</li>
<li>Translate designs and wireframes into high quality code</li>
<li>Optimize components for maximum performance</li>
<li>Grow in your knowledge of business processes as you see how some of the world’s top brands operate their creative and marketing teams</li>
</ul>
<p>Need to have:</p>
<ul>
<li>3+ years of experience with JavaScript</li>
<li>2+ years of experience with software development</li>
<li>1+ years of experience with React.js and Redux</li>
<li>Experience with REST or JavaScript</li>
<li>Experience with Agile development methods, including TDD, CI, or automated testing</li>
<li>Git, Gitflow, d Experience using a version control system, such as git, mercurial, perforce</li>
<li>BA or BS degree</li>
<li>Experience with CSS pre–processor, including LESS or SASS</li>
<li>Experience with server-side technologies-Node.js, .Net Core</li>
<li>Experience with issue tracking and change control tools, Team Services, YouTrack, or Jira</li>
<li>Experience with building and consuming REST APIs</li>
<li>Experience with relational database systems, including PostgreSQL, SQL Server, or MySQL</li>
<li>Experience with technical document writing</li>
<li>Knowledge of IaaS Cloud hosting solutions, including AWS or Azure</li>
<li>Possession of excellent oral and written communication skills</li>
<li>Knowledge of web technologies</li>
<li>Experience with relational databases and T-SQL</li>
<li>Experience working with a team of developers on software applications</li>
</ul>
<p>How to apply:
<a href=""https://www.workgroups.com/about/careers/?p=job%2Foeqh8fwN"">https://www.workgroups.com/about/careers/?p=job%2Foeqh8fwN</a></p>
<p>Company Statement:</p>
<p>MetaCommunications is a leader in providing innovative project management software for the world’s best creative teams. Our mission is simple: to build great products that make the best creative teams as productive as possible.</p>
<p>Our Perks/Benefits:
We're a fun team. We build awesome products, solve hard problems and keep a good life balance. Our culture is one of our biggest strengths. In our company, people treat each other with respect and compassion, and together cultivate a culture of teamwork, learning, accountability, and fun. There’s a commitment to understanding the whole person, helping to create a shared, unquestioning environment.</p>
<ul>
<li>Medical/Dental Insurance</li>
<li>401K</li>
<li>Generous PTO, including both maternal and paternal paid time off</li>
<li>Optimal workspace in the heart of downtown Iowa City</li>
<li>$20/month local gym membership within walking distance</li>
<li>Flexible work environment</li>
</ul>
<p>Why work at Meta? We LOVE...
Our customers:</p>
<ul>
<li>Ability to work directly with our customers, many of whom are Fortune 500 companies.</li>
<li>Opportunity to see the software through the customer lens.</li>
</ul>
<p>Our people:</p>
<ul>
<li>We are passionate about what we do.</li>
<li>We collaborate to identify solutions to problems.</li>
<li>We challenge each other to be better.</li>
<li>Continuous learners.</li>
<li>A great mix of cultures and backgrounds.</li>
<li>We hang out outside of work hours.</li>
<li>Talented colleagues who want to solve customer issues using an innovative technology.</li>
<li>People and talent-oriented leadership.</li>
</ul>
<p>Our products:</p>
<ul>
<li>Exciting technology.</li>
<li>Environment allows you to quickly learn how software is developed, deployed and maintained.</li>
<li>Fast-paced environment with new challenges at every turn.</li>
<li>Opportunities to learn and grow into new roles.</li>
<li>Dramatically improve the work experience for our customers.</li>
</ul>
<p>Our workspace:</p>
<ul>
<li>Located in the heart of beautiful downtown Iowa City, only steps from the best eateries.</li>
<li>Great view of the Ped Mall.</li>
<li>Natural light everywhere!</li>
<li>Farmer’s Market Wednesday.</li>
<li>Inside bike racks</li>
<li>Free downtown parking</li>
</ul>
<p>About MetaCommunications:
MetaCommunications develops workflow and collaborative productivity solutions that help marketing, creative design, packaging teams and enables workgroups around the world be more productive.</p>
<p>Our mission is to bring to market new innovative brands, products and approaches to help marketing teams improve creativity, performance and output that delivers dramatic growth and created value for their organization. Our vision is to be a global leader in innovative management solutions that allow people to collaborate, communicate and deliver anytime, anywhere, with speed and simplicity.</p>
<p>Meta’s team members are collaborative, driven, hungry, fearless problem solvers, flexible and uniquely talented. We find new ways to continually improve our products and services with convenience, security, and reliability for the customer as our key goals. Our culture is people-oriented, with continuous learning is at its core. Our main office is located in downtown Iowa City, IA.</p>
<p>As a customer-obsessed organization focused on creating win-win relationships, there are many exciting reasons to join the Meta team. We provide competitive salaries, quality healthcare and an enjoyable office environment. We are deeply mission and vision driven and support flexible schedules when needed.</p>
<p>MetaCommunications has a dynamic, fast-paced, and entrepreneurial environment, which requires a professional, flexible, self-starter orientation. We believe in hiring the best, the brightest, and cultivating a culture of collaboration and appreciation. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, creed, color, religion, sex, sexual orientation, gender identity, national origin, marital status, citizen status, age, disability, military or protected veteran status, genetic predisposition or carrier status or any other legally protected status.</p>
",,,41.634209,-91.49905
"MetaCommunications, Inc.","Iowa City, Iowa",Full Time,Senior Software Engineer (Frontend),"<p>MetaCommunications, Inc. is looking for an experienced and passionate Senior Software Engineer (Frontend) to provide software engineering leadership and support using cutting edge technologies to support growing client needs. Join a team of developers to build scalable, full stack Cloud–based offerings. Keep up–to–date with technical trends in the industry and evangelize the adoption of new technologies in solution architectures. Maintain responsibility for personal and team goals, give adequate direction to junior developers, and perform peer code reviews. Work extensively with business analysts and UX engineers to deliver world class solutions for clients.</p>
<p>Our Technology Stack:</p>
<ul>
<li>React / Redux.</li>
<li>JSON Schema / JSON Rules Engine / JSON Schema Forms.</li>
<li>TypeScript.</li>
<li>Jest.</li>
<li>ES 6 Decorators, Async/ Await.</li>
<li>Material UI, Bootstrap, Foundation, Styled Components.</li>
<li>Webpack.</li>
<li>Docker / Kubernetes / Kafka / Elasticsearch.</li>
</ul>
<p>Job Description:</p>
<p>MetaCommunications is looking for a talented Frontend Engineer to join our team. We are looking for someone with strong JavaScript skills and a passion for developing solutions that impact Fortune 500 Companies on a daily basis. We are a tight knit team that is focused on providing excellent service to our customers.</p>
<p>Individuals who succeed in this position are exceptional at sharing information, enthusiastic, learn quickly and seek opportunities for developing themselves and the team around them. We're looking for someone who isn't scared of the unknown and likes pushing the envelope. No day will look the same, but you will always be expected to rise to the occasion and overcome challenges.</p>
<p>Join our team and you will:</p>
<ul>
<li>Work with a high-performing team to deliver solutions for some of the world’s top brands</li>
<li>Develop new user-facing features using React.js</li>
<li>Translate designs and wireframes into high quality code</li>
<li>Optimize components for maximum performance</li>
<li>Grow in your knowledge of business processes as you see how some of the world’s top brands operate their creative and marketing teams</li>
</ul>
<p>Need to have:</p>
<ul>
<li>3+ years of experience with JavaScript</li>
<li>2+ years of experience with software development</li>
<li>1+ years of experience with React.js and Redux</li>
<li>Experience with REST or JavaScript</li>
<li>Experience with Agile development methods, including TDD, CI, or automated testing</li>
<li>Git, Gitflow, d Experience using a version control system, such as git, mercurial, perforce</li>
<li>BA or BS degree</li>
<li>Experience with CSS pre–processor, including LESS or SASS</li>
<li>Experience with server-side technologies-Node.js, .Net Core</li>
<li>Experience with issue tracking and change control tools, Team Services, YouTrack, or Jira</li>
<li>Experience with building and consuming REST APIs</li>
<li>Experience with relational database systems, including PostgreSQL, SQL Server, or MySQL</li>
<li>Experience with technical document writing</li>
<li>Knowledge of IaaS Cloud hosting solutions, including AWS or Azure</li>
<li>Possession of excellent oral and written communication skills</li>
<li>Knowledge of web technologies</li>
<li>Experience with relational databases and T-SQL</li>
<li>Experience working with a team of developers on software applications</li>
</ul>
<p>How to apply:
<a href=""https://www.workgroups.com/about/careers/?p=job%2Foeqh8fwN"">https://www.workgroups.com/about/careers/?p=job%2Foeqh8fwN</a></p>
<p>Company Statement:</p>
<p>MetaCommunications is a leader in providing innovative project management software for the world’s best creative teams. Our mission is simple: to build great products that make the best creative teams as productive as possible.</p>
<p>Our Perks/Benefits:
We're a fun team. We build awesome products, solve hard problems and keep a good life balance. Our culture is one of our biggest strengths. In our company, people treat each other with respect and compassion, and together cultivate a culture of teamwork, learning, accountability, and fun. There’s a commitment to understanding the whole person, helping to create a shared, unquestioning environment.</p>
<ul>
<li>Medical/Dental Insurance</li>
<li>401K</li>
<li>Generous PTO, including both maternal and paternal paid time off</li>
<li>Optimal workspace in the heart of downtown Iowa City</li>
<li>$20/month local gym membership within walking distance</li>
<li>Flexible work environment</li>
</ul>
<p>Why work at Meta? We LOVE...
Our customers:</p>
<ul>
<li>Ability to work directly with our customers, many of whom are Fortune 500 companies.</li>
<li>Opportunity to see the software through the customer lens.</li>
</ul>
<p>Our people:</p>
<ul>
<li>We are passionate about what we do.</li>
<li>We collaborate to identify solutions to problems.</li>
<li>We challenge each other to be better.</li>
<li>Continuous learners.</li>
<li>A great mix of cultures and backgrounds.</li>
<li>We hang out outside of work hours.</li>
<li>Talented colleagues who want to solve customer issues using an innovative technology.</li>
<li>People and talent-oriented leadership.</li>
</ul>
<p>Our products:</p>
<ul>
<li>Exciting technology.</li>
<li>Environment allows you to quickly learn how software is developed, deployed and maintained.</li>
<li>Fast-paced environment with new challenges at every turn.</li>
<li>Opportunities to learn and grow into new roles.</li>
<li>Dramatically improve the work experience for our customers.</li>
</ul>
<p>Our workspace:</p>
<ul>
<li>Located in the heart of beautiful downtown Iowa City, only steps from the best eateries.</li>
<li>Great view of the Ped Mall.</li>
<li>Natural light everywhere!</li>
<li>Farmer’s Market Wednesday.</li>
<li>Inside bike racks</li>
<li>Free downtown parking</li>
</ul>
<p>About MetaCommunications:
MetaCommunications develops workflow and collaborative productivity solutions that help marketing, creative design, packaging teams and enables workgroups around the world be more productive.</p>
<p>Our mission is to bring to market new innovative brands, products and approaches to help marketing teams improve creativity, performance and output that delivers dramatic growth and created value for their organization. Our vision is to be a global leader in innovative management solutions that allow people to collaborate, communicate and deliver anytime, anywhere, with speed and simplicity.</p>
<p>Meta’s team members are collaborative, driven, hungry, fearless problem solvers, flexible and uniquely talented. We find new ways to continually improve our products and services with convenience, security, and reliability for the customer as our key goals. Our culture is people-oriented, with continuous learning is at its core. Our main office is located in downtown Iowa City, IA.</p>
<p>As a customer-obsessed organization focused on creating win-win relationships, there are many exciting reasons to join the Meta team. We provide competitive salaries, quality healthcare and an enjoyable office environment. We are deeply mission and vision driven and support flexible schedules when needed.</p>
<p>MetaCommunications has a dynamic, fast-paced, and entrepreneurial environment, which requires a professional, flexible, self-starter orientation. We believe in hiring the best, the brightest, and cultivating a culture of collaboration and appreciation. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, creed, color, religion, sex, sexual orientation, gender identity, national origin, marital status, citizen status, age, disability, military or protected veteran status, genetic predisposition or carrier status or any other legally protected status.</p>
",,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUJXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c6aeed882da03478723a4bbc3bc1ccd2df767b97/97e6e5d2-60e1-49e5-a5a1-a41e960f00be,41.634209,-91.49905
Petal,,Full Time,,,,,31.3465627,-89.2600605
Petal,,Full Time,,,https://www.petalcard.com/,,31.3465627,-89.2600605
Stopwatch,,Full Time,,,,,20.8529508,-156.3119173
Stopwatch,,Full Time,,,http://stopwatch.com,,20.8529508,-156.3119173
CommunityVenturePartners,"Mill Valley, CA",Full Time,,,https://marinpost.org,,37.90604,-122.54498
CommunityVenturePartners,"Mill Valley, CA",Full Time,seeking webmaster assistance with frontend and backend.,,https://marinpost.org,,37.90604,-122.54498
CommunityVenturePartners,"Mill Valley, CA",Full Time,seeking webmaster assistance with frontend and backend.,"<p>The Marin Post (<a href=""https://marinpost.org"">https://marinpost.org</a>) seeking webmaster assistance, full-stack coder for frontend and backend coding.</p>
<ul>
<li>
<p>Work part time with flexible hours.</p>
</li>
<li>
<p>Work remotely but MUST live in San Francisco Bay Area and be available for occasional face to face meetings in Southern Marin or North San Francisco (Please DO NOT APPLY if you do not live in SF Bay Area).</p>
</li>
<li>
<p>Pay per experience level. Please provide an accurate resume of experience. Your prior employment will be verified.</p>
</li>
</ul>
<p>Applicant requirements</p>
<ul>
<li>
<p>PHP, Javascript, HTML, CSS</p>
</li>
<li>
<p>Experience with Craft CMS and Twig or similar Content Management Systems but helpful to have experience with Craft CMS API (plugin) programming (<a href=""https://craftcms.com/"">https://craftcms.com/</a>)</p>
</li>
<li>
<p>Versed in Git / Github, able to create a pull request.</p>
</li>
</ul>
",https://marinpost.org,,37.90604,-122.54498
CommunityVenturePartners,"Mill Valley, CA",Full Time,seeking webmaster assistance with frontend and backend.,"<p>The Marin Post (<a href=""https://marinpost.org"">https://marinpost.org</a>) seeking webmaster assistance, full-stack coder for frontend and backend coding.</p>
<ul>
<li>
<p>Work part time with flexible hours.</p>
</li>
<li>
<p>Work remotely but MUST live in San Francisco Bay Area and be available for occasional face to face meetings in Southern Marin or North San Francisco (Please DO NOT APPLY if you do not live in SF Bay Area).</p>
</li>
<li>
<p>Pay per experience level. Please provide an accurate resume of experience. Your prior employment will be verified.</p>
</li>
</ul>
<p>Applicant requirements</p>
<ul>
<li>
<p>PHP, Javascript, HTML, CSS</p>
</li>
<li>
<p>Experience with Craft CMS and Twig or similar Content Management Systems but helpful to have experience with Craft CMS API (plugin) programming (<a href=""https://craftcms.com/"">https://craftcms.com/</a>)</p>
</li>
<li>
<p>Versed in Git / Github, able to create a pull request.</p>
</li>
</ul>
",https://marinpost.org,,37.90604,-122.54498
CommunityVenturePartners,"Mill Valley, CA",Full Time,seeking webmaster assistance with frontend and backend.,"<p>The Marin Post (<a href=""https://marinpost.org"">https://marinpost.org</a>) seeking webmaster assistance, full-stack coder for frontend and backend coding.</p>
<ul>
<li>
<p>Work part time with flexible hours.</p>
</li>
<li>
<p>Work remotely but MUST live in San Francisco Bay Area and be available for occasional face to face meetings in Southern Marin or North San Francisco (Please DO NOT APPLY if you do not live in SF Bay Area).</p>
</li>
<li>
<p>Pay per experience level. Please provide an accurate resume of experience. Your prior employment will be verified.</p>
</li>
</ul>
<p>Applicant requirements</p>
<ul>
<li>
<p>PHP, Javascript, HTML, CSS</p>
</li>
<li>
<p>Experience with Craft CMS and Twig or similar Content Management Systems but helpful to have experience with Craft CMS API (plugin) programming (<a href=""https://craftcms.com/"">https://craftcms.com/</a>)</p>
</li>
<li>
<p>Versed in Git / Github, able to create a pull request.</p>
</li>
</ul>
",https://marinpost.org,,37.90604,-122.54498
A & G GmbH,Bremen,Full Time,,,,,33.7208676,-85.1456929
A & G GmbH,Bremen,Full Time,Softwareentwickler/in,"<h1>Wir sind Architekten einer digitalen Zukunft.</h1>
<p>##Wir suchen zum Einstieg ab dem 01.12.2018 oder 01.01.2019 in Vollzeit eine/n Softwareentwickler/in</p>
<p>Die A&amp;G GmbH hat sich Anfang 2017 mit einem ganz besonderen Anspruch
gegründet: Wir wollen Produkte bauen, die ein sicheres Fundament für eine
digitale Zukunft legen und die Welt nachhaltig besser machen. So haben wir
beispielsweise mit admin ein System auf den Markt gebracht, das papierloses
digitales Quittieren ermöglicht – und damit nicht nur die Ressourcen unserer
Umwelt schont, sondern auch den Alltag erleichtert.</p>
<p><strong>Aufgaben:</strong></p>
<ul>
<li>Unterstützung unseres IT-Teams und Mitwirkung an neuen Software-Lösungen</li>
<li>Konzeption, Umsetzung, Pflege und Weiterentwicklungen von Web Anwendungen
und Web-Services im Internet</li>
<li>Anforderungsanalyse, Entwicklung und Qualitätssicherung</li>
<li>Wartung/Administration der Webserver</li>
</ul>
<p><strong>Anforderungsprofil:</strong></p>
<p>Ein abgeschlossenes Studium der Informatik oder eine vergleichbare Ausbildung
mit entsprechendem Hintergrund sollte vorhanden sein, auch Quereinsteiger
sind willkommen! Sie sollten über umfangreiche Erfahrungen bei der
Entwicklung von Webanwendungen (Full Stack) und von REST APIs verfügen.
Zudem sollten Sie flüssig im Umgang mit Versionskontrollsystemen wie Git sein.</p>
<p>Sie verfügen über Kenntnisse agiler Methoden zur Softwareentwicklung und es
ist vorteilhaft, wenn Sie Erfahrung mit folgenden Technologien haben: C und
.NET Core für Webanwendungen, .NET Entity Framework, React/Redux, Typescript,
Webpack, MSSQL Server und/oder andere relationale Datenbankserver.</p>
<p>Wichtiger als vollständiges Wissen zu jeder einzelnen Technologie ist die Fähigkeit
zur schnellen Anpassung und Erweiterung der eigenen Kompetenzen. Die
Wahl der Technologien erfolgt bei uns pragmatisch, und bei zukünftigen Entscheidungen
werden Sie Einfluss darauf haben.</p>
<p>Sie sind motiviert und haben Mut und Ehrgeiz, neue Technologien der Zukunft
kennen zulernen, die Sie durch Eigeninitiative, Ihre strukturierte Arbeitsweise,
Ihrer Leistungsbereitschaft und Ihrem analytischen Denken unterstützen.
Weiterhin verfügen Sie über eine hohe Teamfähigkeit sowie soziale und kommunikative
Kompetenzen.</p>
<p><em>Sehr gute Deutschkenntnisse in Wort und Schrift setzen wir voraus.</em></p>
<p><strong>Sie sind falsch bei uns, wenn:</strong></p>
<ul>
<li>Sie sich nicht für ihre eigene Arbeit begeistern können und die Arbeit als Belastung
sehen</li>
<li>Sie die Individualität der einzelnen Teammitglieder nicht respektieren</li>
<li>Sie keinen Drang nach Wachstum besitzen</li>
<li>Sie die Arbeit nur als Mittel zum Leben betrachten und nicht als Teil des Lebens</li>
<li>Sie das eigene Wohl über das Wohl der Gemeinschaft stellen</li>
</ul>
<p><strong>Wir bieten:</strong></p>
<ul>
<li>Ein Team aus exzellenten und talentierten Mitarbeitern</li>
<li>Ein spannendes Projekt</li>
<li>Zahlreiche Herausforderungen an denen man wachsen kann</li>
<li>Eine wertschätzende Arbeitsatmosphäre</li>
<li>Eine steile Lernkurve</li>
<li>Einen modernen Arbeitsplatz in bester Lage , mit toller Verkehrsanbindung und</li>
<li>Einkaufsmöglichkeiten</li>
<li>Kalte Getränke und frisches Obst</li>
<li>monatliche gemeinsame und spannende Unternehmungen</li>
</ul>
<p><strong>Interessiert?</strong></p>
<p>Sollten Sie sich angesprochen fühlen und zu unserem Erfolg beitragen wollen,
freuen wir uns auf Ihre aussagekräftige Bewerbung einschließlich Ihres möglichen
Arbeitsbeginns per E-Mail an:</p>
<p>Frau Michelle Bourguignon
Wandschneiderstraße 4
28195 Bremen
+49 421 176 676 00</p>
<p><strong><a href=""mailto:michelle.bourguignon@aug-software.de"">michelle.bourguignon@aug-software.de</a></strong></p>
<p>##<a href=""https://ag-development.de/"">https://ag-development.de/</a></p>
",,,33.7208676,-85.1456929
