,Company,Location,Type,Title,Description,Company_url,Company_logo,Latitude,Longitude
371,Bombas,New York,Full Time,Software Engineer,"<p><strong>Job Title:</strong> Software Engineer</p>
<h2>About Bombas:</h2>
<p>Bombas is a comfort focused apparel brand with a mission to help those in need. The company launched in 2013, after the founders learned that socks are the #1 most requested clothing item at homeless shelters. From there, they set out to solve that problem, donating a pair of socks for every pair they sell. How do you donate a lot of socks? You sell a lot. And how do you sell a lot? You make the most comfortable socks in the history of feet. Millions of pairs sold and donated later, Bombas is continuing to innovate with new socks and apparel while creating a positive impact on the community where we all work and live.</p>
<p>At Bombas, comfort is heavily rooted in our DNA. While striving to provide comfort for all, we welcome and celebrate minds from all backgrounds regardless of age, color, ethnicity, gender or gender identity, genetics, physical or mental ability, protected veteran status, race, religion and sexual orientation. We highly encourage candidates of all backgrounds to apply. Come as you are and we’ll welcome you to the Hive.</p>
<h2>About the Job:</h2>
<p>We are looking for a product-minded and versatile team player to join our Engineering team as our Software Engineer. The ideal candidate has 3-5 years of experience in software engineering.</p>
<p>This is an opportunity to have direct input into the creation of foundational processes and systems that shape the future of our business. You’ll have the opportunity to work with a wide variety of stakeholders across all departments, and will serve as a key partner to our Creative, Marketing, and Product teams to help launch new product initiatives.</p>
<h2>What you’ll be responsible for:</h2>
<ul>
<li>Refine our stack as we move to an API-first architecture and React.</li>
<li>Ship DRY and scalable code with a focus on performance optimization and backed by unit tests.</li>
<li>Work with our Product team to translate business needs into efficient and practical solutions.</li>
<li>Inform our enterprise architecture and help build, integrate, and maintain a growing array of internal and third-party applications and services.</li>
</ul>
<h2>What we’ll love about you:</h2>
<ul>
<li>Can balance quality with time to market to show value while building toward a longer term vision.</li>
<li>You care about testing and automation, and know what it means to ship high quality code.</li>
<li>Strong strategic problem solving - can clearly understand customer problems and business needs and translate them into innovative solutions.</li>
<li>Track record of leading the implementation of foundational systems.</li>
<li>A team player who is willing and happy to help.</li>
<li>Strong written and verbal communication skills.</li>
<li>Belief in our mission and understand the importance of giving-back.</li>
<li>Inquisitive, love to learn, embrace failure, and never give up.</li>
<li>Comfortable working in an open office environment while staying focused.</li>
</ul>
<h2>What you’ll love about us:</h2>
<ul>
<li>We are a team of smart, interesting, diverse, funny, and loving people.</li>
<li>We offer competitive compensation, employer paid health, medical and dental benefits, 401k with match, paid parental leave, snacks, socks and a fun, relaxed office environment.</li>
<li>We take the responsibility to make sure you are excited, happy, and find fulfillment in your work very seriously.</li>
<li>We value fun. This is why we host office lunches, offsite team outings, and two annual company retreats.</li>
<li>We believe in giving back to the community and helping those in need, which is why we volunteer as a team regularly.</li>
<li>We believe success comes from the collective effort of all, which is why all full-time employees receive equity in the business.</li>
<li>We offer flexible paid time off for all full-time employees. This includes unlimited vacation, sick days, and wellness days because we understand the value of health, relaxation, spending time with friends and family, and traveling the world.</li>
<li>We believe a healthy body equals a healthy mind, so we offer a $100 monthly health and wellness reimbursement.</li>
</ul>
<h2>What you’ll bring:</h2>
<ul>
<li>3-5 years of experience in software engineering.</li>
<li>Comfortable developing modern Ruby, Go, or JavaScript code.</li>
<li>Experience architecting and using relational databases.</li>
<li>Knowledge of both building internal and consuming third-party APIs and have a strong grasp of REST architecture (GraphQL a plus).</li>
<li>Developed and operated production applications in a Linux environment (AWS a plus).</li>
<li>Experience with e-commerce is a plus.</li>
</ul>
<p>If you require reasonable accommodation in completing this application, interviewing, completing any employment testing, or otherwise participating in this hiring process, please direct your inquiries to our Director of Talent Acquisition at <a href=""mailto:nick.sottile@bombas.com"">nick.sottile@bombas.com</a>.</p>
",https://bombas.com,,40.714269,-74.005973
372,Bombas,New York,Full Time,Software Engineer,"<p><strong>Job Title:</strong> Software Engineer</p>
<h2>About Bombas:</h2>
<p>Bombas is a comfort focused apparel brand with a mission to help those in need. The company launched in 2013, after the founders learned that socks are the #1 most requested clothing item at homeless shelters. From there, they set out to solve that problem, donating a pair of socks for every pair they sell. How do you donate a lot of socks? You sell a lot. And how do you sell a lot? You make the most comfortable socks in the history of feet. Millions of pairs sold and donated later, Bombas is continuing to innovate with new socks and apparel while creating a positive impact on the community where we all work and live.</p>
<p>At Bombas, comfort is heavily rooted in our DNA. While striving to provide comfort for all, we welcome and celebrate minds from all backgrounds regardless of age, color, ethnicity, gender or gender identity, genetics, physical or mental ability, protected veteran status, race, religion and sexual orientation. We highly encourage candidates of all backgrounds to apply. Come as you are and we’ll welcome you to the Hive.</p>
<h2>About the Job:</h2>
<p>We are looking for a product-minded and versatile team player to join our Engineering team as our Software Engineer. The ideal candidate has 3-5 years of experience in software engineering.</p>
<p>This is an opportunity to have direct input into the creation of foundational processes and systems that shape the future of our business. You’ll have the opportunity to work with a wide variety of stakeholders across all departments, and will serve as a key partner to our Creative, Marketing, and Product teams to help launch new product initiatives.</p>
<h2>What you’ll be responsible for:</h2>
<ul>
<li>Refine our stack as we move to an API-first architecture and React.</li>
<li>Ship DRY and scalable code with a focus on performance optimization and backed by unit tests.</li>
<li>Work with our Product team to translate business needs into efficient and practical solutions.</li>
<li>Inform our enterprise architecture and help build, integrate, and maintain a growing array of internal and third-party applications and services.</li>
</ul>
<h2>What we’ll love about you:</h2>
<ul>
<li>Can balance quality with time to market to show value while building toward a longer term vision.</li>
<li>You care about testing and automation, and know what it means to ship high quality code.</li>
<li>Strong strategic problem solving - can clearly understand customer problems and business needs and translate them into innovative solutions.</li>
<li>Track record of leading the implementation of foundational systems.</li>
<li>A team player who is willing and happy to help.</li>
<li>Strong written and verbal communication skills.</li>
<li>Belief in our mission and understand the importance of giving-back.</li>
<li>Inquisitive, love to learn, embrace failure, and never give up.</li>
<li>Comfortable working in an open office environment while staying focused.</li>
</ul>
<h2>What you’ll love about us:</h2>
<ul>
<li>We are a team of smart, interesting, diverse, funny, and loving people.</li>
<li>We offer competitive compensation, employer paid health, medical and dental benefits, 401k with match, paid parental leave, snacks, socks and a fun, relaxed office environment.</li>
<li>We take the responsibility to make sure you are excited, happy, and find fulfillment in your work very seriously.</li>
<li>We value fun. This is why we host office lunches, offsite team outings, and two annual company retreats.</li>
<li>We believe in giving back to the community and helping those in need, which is why we volunteer as a team regularly.</li>
<li>We believe success comes from the collective effort of all, which is why all full-time employees receive equity in the business.</li>
<li>We offer flexible paid time off for all full-time employees. This includes unlimited vacation, sick days, and wellness days because we understand the value of health, relaxation, spending time with friends and family, and traveling the world.</li>
<li>We believe a healthy body equals a healthy mind, so we offer a $100 monthly health and wellness reimbursement.</li>
</ul>
<h2>What you’ll bring:</h2>
<ul>
<li>3-5 years of experience in software engineering.</li>
<li>Comfortable developing modern Ruby, Go, or JavaScript code.</li>
<li>Experience architecting and using relational databases.</li>
<li>Knowledge of both building internal and consuming third-party APIs and have a strong grasp of REST architecture (GraphQL a plus).</li>
<li>Developed and operated production applications in a Linux environment (AWS a plus).</li>
<li>Experience with e-commerce is a plus.</li>
</ul>
<p>If you require reasonable accommodation in completing this application, interviewing, completing any employment testing, or otherwise participating in this hiring process, please direct your inquiries to our Director of Talent Acquisition at <a href=""mailto:nick.sottile@bombas.com"">nick.sottile@bombas.com</a>.</p>
",https://bombas.com,,40.714269,-74.005973
373,Bombas,New York,Full Time,Software Engineer,"<p><strong>Job Title:</strong> Software Engineer</p>
<h2>About Bombas:</h2>
<p>Bombas is a comfort focused apparel brand with a mission to help those in need. The company launched in 2013, after the founders learned that socks are the #1 most requested clothing item at homeless shelters. From there, they set out to solve that problem, donating a pair of socks for every pair they sell. How do you donate a lot of socks? You sell a lot. And how do you sell a lot? You make the most comfortable socks in the history of feet. Millions of pairs sold and donated later, Bombas is continuing to innovate with new socks and apparel while creating a positive impact on the community where we all work and live.</p>
<p>At Bombas, comfort is heavily rooted in our DNA. While striving to provide comfort for all, we welcome and celebrate minds from all backgrounds regardless of age, color, ethnicity, gender or gender identity, genetics, physical or mental ability, protected veteran status, race, religion and sexual orientation. We highly encourage candidates of all backgrounds to apply. Come as you are and we’ll welcome you to the Hive.</p>
<h2>About the Job:</h2>
<p>We are looking for a product-minded and versatile team player to join our Engineering team as our Software Engineer. The ideal candidate has 3-5 years of experience in software engineering.</p>
<p>This is an opportunity to have direct input into the creation of foundational processes and systems that shape the future of our business. You’ll have the opportunity to work with a wide variety of stakeholders across all departments, and will serve as a key partner to our Creative, Marketing, and Product teams to help launch new product initiatives.</p>
<h2>What you’ll be responsible for:</h2>
<ul>
<li>Refine our stack as we move to an API-first architecture and React.</li>
<li>Ship DRY and scalable code with a focus on performance optimization and backed by unit tests.</li>
<li>Work with our Product team to translate business needs into efficient and practical solutions.</li>
<li>Inform our enterprise architecture and help build, integrate, and maintain a growing array of internal and third-party applications and services.</li>
</ul>
<h2>What we’ll love about you:</h2>
<ul>
<li>Can balance quality with time to market to show value while building toward a longer term vision.</li>
<li>You care about testing and automation, and know what it means to ship high quality code.</li>
<li>Strong strategic problem solving - can clearly understand customer problems and business needs and translate them into innovative solutions.</li>
<li>Track record of leading the implementation of foundational systems.</li>
<li>A team player who is willing and happy to help.</li>
<li>Strong written and verbal communication skills.</li>
<li>Belief in our mission and understand the importance of giving-back.</li>
<li>Inquisitive, love to learn, embrace failure, and never give up.</li>
<li>Comfortable working in an open office environment while staying focused.</li>
</ul>
<h2>What you’ll love about us:</h2>
<ul>
<li>We are a team of smart, interesting, diverse, funny, and loving people.</li>
<li>We offer competitive compensation, employer paid health, medical and dental benefits, 401k with match, paid parental leave, snacks, socks and a fun, relaxed office environment.</li>
<li>We take the responsibility to make sure you are excited, happy, and find fulfillment in your work very seriously.</li>
<li>We value fun. This is why we host office lunches, offsite team outings, and two annual company retreats.</li>
<li>We believe in giving back to the community and helping those in need, which is why we volunteer as a team regularly.</li>
<li>We believe success comes from the collective effort of all, which is why all full-time employees receive equity in the business.</li>
<li>We offer flexible paid time off for all full-time employees. This includes unlimited vacation, sick days, and wellness days because we understand the value of health, relaxation, spending time with friends and family, and traveling the world.</li>
<li>We believe a healthy body equals a healthy mind, so we offer a $100 monthly health and wellness reimbursement.</li>
</ul>
<h2>What you’ll bring:</h2>
<ul>
<li>3-5 years of experience in software engineering.</li>
<li>Comfortable developing modern Ruby, Go, or JavaScript code.</li>
<li>Experience architecting and using relational databases.</li>
<li>Knowledge of both building internal and consuming third-party APIs and have a strong grasp of REST architecture (GraphQL a plus).</li>
<li>Developed and operated production applications in a Linux environment (AWS a plus).</li>
<li>Experience with e-commerce is a plus.</li>
</ul>
<p>If you require reasonable accommodation in completing this application, interviewing, completing any employment testing, or otherwise participating in this hiring process, please direct your inquiries to our Director of Talent Acquisition at <a href=""mailto:nick.sottile@bombas.com"">nick.sottile@bombas.com</a>.</p>
",https://bombas.com,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHVFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--08a734b049e204ebb052329bcbb5e869563620f2/bombas-logo.png,40.714269,-74.005973
413,BUNKR Life,"Saint Petersburg, FL",Full Time,,,https://bunkr.life/,,28.290973,-82.169668
414,BUNKR Life,"Saint Petersburg, FL",Full Time,Lead Product Developer,,https://bunkr.life/,,28.290973,-82.169668
415,BUNKR Life,"Saint Petersburg, FL",Full Time,Lead Product Developer,"<p>Lead Product Developer
We are hiring a senior software developer for BUNKR Life (BUNKR). BUNKR is a purpose-driven, entrepreneurial company owned and operated by a leadership team with a proven track record of building profitable global software businesses which generate great value for customers, team members, community and shareholders. Information on BUNKR's co-founder and CEO can be found at the following link - <a href=""https://www.linkedin.com/in/kurt-long-8223211/"">https://www.linkedin.com/in/kurt-long-8223211/</a></p>
<p>BUNKR's vision is to empower households and businesses to protect the most important information in their lives while streamlining everyday activities. We believe by doing this, people will be able to spend more time on what matters most to them in life. BUNKR is the first company of its kind to envision fully protecting and empowering consumers in their lives. Remote candidates will be strongly considered.</p>
<p>Below is a description of our ideal candidate for our lead software development position:</p>
<ul>
<li>Demonstrated ability to listen, understand business needs and lead a team toward market-fit products</li>
<li>Outstanding communication skills with demonstrated ability to unify a team toward a common vision</li>
<li>Demonstrated interests outside of their career</li>
<li>Demonstrated ability in a rapid Agile software build environment</li>
<li>Comprehensive experience in use of Web APIs</li>
<li>Development of APIs, API First experience</li>
<li>Node.js development experience</li>
<li>UX / UI understanding</li>
<li>OAuth 2.0</li>
<li>Experience with Git, GitHub</li>
<li>Strong understanding of QA processes and QA automation</li>
<li>Experience with open source database such as MySQL</li>
<li>PostgreSQL experience preferred</li>
<li>Heroku experience a plus</li>
</ul>
<p>BUNKR offers highly competitive financial compensation, stability, benefits as well as the ability to grow as a professional and person. We provide additional rewards those who are proven leaders.</p>
",https://bunkr.life/,,28.290973,-82.169668
416,BUNKR Life,"Saint Petersburg, FL",Full Time,Lead Product Developer,"<p>Lead Product Developer
We are hiring a senior software developer for BUNKR Life (BUNKR). BUNKR is a purpose-driven, entrepreneurial company owned and operated by a leadership team with a proven track record of building profitable global software businesses which generate great value for customers, team members, community and shareholders. Information on BUNKR's co-founder and CEO can be found at the following link - <a href=""https://www.linkedin.com/in/kurt-long-8223211/"">https://www.linkedin.com/in/kurt-long-8223211/</a></p>
<p>BUNKR's vision is to empower households and businesses to protect the most important information in their lives while streamlining everyday activities. We believe by doing this, people will be able to spend more time on what matters most to them in life. BUNKR is the first company of its kind to envision fully protecting and empowering consumers in their lives. Remote candidates will be strongly considered.</p>
<p>Below is a description of our ideal candidate for our lead software development position:</p>
<ul>
<li>Demonstrated ability to listen, understand business needs and lead a team toward market-fit products</li>
<li>Outstanding communication skills with demonstrated ability to unify a team toward a common vision</li>
<li>Demonstrated interests outside of their career</li>
<li>Demonstrated ability in a rapid Agile software build environment</li>
<li>Comprehensive experience in use of Web APIs</li>
<li>Development of APIs, API First experience</li>
<li>Node.js development experience</li>
<li>UX / UI understanding</li>
<li>OAuth 2.0</li>
<li>Experience with Git, GitHub</li>
<li>Strong understanding of QA processes and QA automation</li>
<li>Experience with open source database such as MySQL</li>
<li>PostgreSQL experience preferred</li>
<li>Heroku experience a plus</li>
</ul>
<p>BUNKR offers highly competitive financial compensation, stability, benefits as well as the ability to grow as a professional and person. We provide additional rewards those who are proven leaders.</p>
",https://bunkr.life/,,28.290973,-82.169668
417,BUNKR Life,"Saint Petersburg, FL",Full Time,Lead Product Developer,"<p>Lead Product Developer
We are hiring a senior software developer for BUNKR Life (BUNKR). BUNKR is a purpose-driven, entrepreneurial company owned and operated by a leadership team with a proven track record of building profitable global software businesses which generate great value for customers, team members, community and shareholders. Information on BUNKR's co-founder and CEO can be found at the following link - <a href=""https://www.linkedin.com/in/kurt-long-8223211/"">https://www.linkedin.com/in/kurt-long-8223211/</a></p>
<p>BUNKR's vision is to empower households and businesses to protect the most important information in their lives while streamlining everyday activities. We believe by doing this, people will be able to spend more time on what matters most to them in life. BUNKR is the first company of its kind to envision fully protecting and empowering consumers in their lives. Remote candidates will be strongly considered.</p>
<p>Below is a description of our ideal candidate for our lead software development position:</p>
<ul>
<li>Demonstrated ability to listen, understand business needs and lead a team toward market-fit products</li>
<li>Outstanding communication skills with demonstrated ability to unify a team toward a common vision</li>
<li>Demonstrated interests outside of their career</li>
<li>Demonstrated ability in a rapid Agile software build environment</li>
<li>Comprehensive experience in use of Web APIs</li>
<li>Development of APIs, API First experience</li>
<li>Node.js development experience</li>
<li>UX / UI understanding</li>
<li>OAuth 2.0</li>
<li>Experience with Git, GitHub</li>
<li>Strong understanding of QA processes and QA automation</li>
<li>Experience with open source database such as MySQL</li>
<li>PostgreSQL experience preferred</li>
<li>Heroku experience a plus</li>
</ul>
<p>BUNKR offers highly competitive financial compensation, stability, benefits as well as the ability to grow as a professional and person. We provide additional rewards those who are proven leaders.</p>
",https://bunkr.life/,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa1dFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2d7738c164d4ebbf8e49a4425837ed20638f2051/Screen%20Shot%202020-05-29%20at%204.56.54%20PM.png,28.290973,-82.169668
468,Canopy,U.S. Remote,Full Time,,,https://canopyservicing.com/,,43.00595,-123.89259
469,Canopy,U.S. Remote,Full Time,Senior Software Engineer (Innovation),,https://canopyservicing.com/,,41.9891608,-87.8830013
470,Canopy,U.S. Remote,Full Time,Senior Software Engineer (Innovation),"<p>Canopy is looking for an innovation focused software engineer to help rapidly build and test core company theories. Canopy's Innovation team is a group of highly skilled engineers, designers, and hustlers who are working as scouts for Canopy to help gather and present evidence on our future paths we can take. They often work with little to no spec's and have the highest initiative in the company.</p>
<p>You are someone who can take a rough set of company goals and do both a competitive analysis on potential options and build a prototype that will empower Canopy to determine the cost of fully moving in a new direction.</p>
<p>You will need a high amount of initiative and exposure to each part of the development, project management, and even product process to skillfully accomplish your goals.</p>
<p>For additional context we might ask you to spend 2 weeks researching and building a prototype of an integration of a new Canopy partner, or to spend a week researching and building a prototype for a new compliance based need.</p>
<p>Our goal is to work with you to provide an ordered list of challenges that we need solved, and for you to work autonomously to accomplish those goals.</p>
<p>It would be ideal if you were to use similar tooling as our core products but it is not required.</p>
<p>It is expected that you will need to engage with various members of Canopy to accomplish your goal. ie there are other specialists at Canopy both in engineer and across the board who can help you.</p>
",https://canopyservicing.com/,,43.00595,-123.89259
471,Canopy,U.S. Remote,Full Time,Senior Software Engineer (Innovation),"<p>Canopy is looking for an innovation focused software engineer to help rapidly build and test core company theories. Canopy's Innovation team is a group of highly skilled engineers, designers, and hustlers who are working as scouts for Canopy to help gather and present evidence on our future paths we can take. They often work with little to no spec's and have the highest initiative in the company.</p>
<p>You are someone who can take a rough set of company goals and do both a competitive analysis on potential options and build a prototype that will empower Canopy to determine the cost of fully moving in a new direction.</p>
<p>You will need a high amount of initiative and exposure to each part of the development, project management, and even product process to skillfully accomplish your goals.</p>
<p>For additional context we might ask you to spend 2 weeks researching and building a prototype of an integration of a new Canopy partner, or to spend a week researching and building a prototype for a new compliance based need.</p>
<p>Our goal is to work with you to provide an ordered list of challenges that we need solved, and for you to work autonomously to accomplish those goals.</p>
<p>It would be ideal if you were to use similar tooling as our core products but it is not required.</p>
<p>It is expected that you will need to engage with various members of Canopy to accomplish your goal. ie there are other specialists at Canopy both in engineer and across the board who can help you.</p>
",https://canopyservicing.com/,,41.9891608,-87.8830013
472,Canopy,U.S. Remote,Full Time,Senior Software Engineer (Innovation),"<p>Canopy is looking for an innovation focused software engineer to help rapidly build and test core company theories. Canopy's Innovation team is a group of highly skilled engineers, designers, and hustlers who are working as scouts for Canopy to help gather and present evidence on our future paths we can take. They often work with little to no spec's and have the highest initiative in the company.</p>
<p>You are someone who can take a rough set of company goals and do both a competitive analysis on potential options and build a prototype that will empower Canopy to determine the cost of fully moving in a new direction.</p>
<p>You will need a high amount of initiative and exposure to each part of the development, project management, and even product process to skillfully accomplish your goals.</p>
<p>For additional context we might ask you to spend 2 weeks researching and building a prototype of an integration of a new Canopy partner, or to spend a week researching and building a prototype for a new compliance based need.</p>
<p>Our goal is to work with you to provide an ordered list of challenges that we need solved, and for you to work autonomously to accomplish those goals.</p>
<p>It would be ideal if you were to use similar tooling as our core products but it is not required.</p>
<p>It is expected that you will need to engage with various members of Canopy to accomplish your goal. ie there are other specialists at Canopy both in engineer and across the board who can help you.</p>
",https://canopyservicing.com/,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBam1FIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a3232a3dda7dfe6330cff6eea619a65d2251260b/Screen%20Shot%202020-05-28%20at%209.07.46%20PM.png,43.00595,-123.89259
477,Wicked Co.,,Full Time,,,,,25.9174563,-80.1387522
478,Wicked Co.,,Full Time,,,https://www.linkedin.com/company/letsgetwicked,,25.9174563,-80.1387522
479,Wicked Co.,"Lancaster, PA",Full Time,,,https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
480,Wicked Co.,"Lancaster, PA",Full Time,Senior Software Developer - Computer Vision,,https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
481,Wicked Co.,"Lancaster, PA",Full Time,Senior Software Developer - Computer Vision,"<p>Wicked Co. is a new company that is composed of a collective of passionate marketers, engineers, and entrepreneurs who work with our portfolio of companies to bring their ideas to life and drive unreal growth. We work across multiple industries, pairing quality equipment with pivotal software enhancements to create best-in-class, customer-centric solutions. While we’re at it, we also give their marketing, sales, and business practices a serious makeover (and boy do we love a good makeover montage).</p>
<p>We have experience running our own successful startups, and we’ve brought over those lessons and values to the culture at Wicked. We know our stuff but we're still agile and ever-learning, empowering you to make a true impact at Wicked Co. and our portfolio companies.</p>
<p>We’re a family-owned business that values respect, honesty and our team. We want our employees to be passionate about their work, but we recognize you’re more than just your job. Wicked Co. appreciates our people and the unique personality and perspective each individual brings to our team.</p>
<p>We’re currently looking for a Senior Software Developer with experience in computer vision who actively embraces challenges, experiments without fear of failure, and puts the customer first. Sound like you? Take a look at some of our other qualifications below:</p>
<p>Experience in any of the following computer vision areas is beneficial:
Application of standard libraries for image processing (OpenCV, etc.)
Development of custom image processing algorithms
Object tracking
Object recognition
Testing of computer vision algorithms
3-D modeling of physical spaces and objects</p>
<p>General software development areas that are beneficial:
Experience writing and supporting production code
Revision control tools (we use Git)
Testing and verification
Deployment
Development methodologies
Build tools (CMake, make, ...)</p>
<p>Languages we commonly use:
C/C++
Python
Go
Bash shell</p>
<p>As a Senior Member of the team, you will be expected to:
Develop stable, reliable software systems based on provided software specifications
Actively participate in software development planning and design discussions
Participate in project planning and review sessions on projects for which you are a Project Owner or Team Captain
Provide technical guidance to junior members of the team and give constructive feedback during code review sessions</p>
<p>You will work with experienced developers who have built, shipped and supported software systems over multi-year life cycles.</p>
<p>We have some really exciting products in the pipeline where your work will make a big impact.</p>
",https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
482,Wicked Co.,"Lancaster, PA",Full Time,Senior Software Developer - Computer Vision,"<p>Wicked Co. is a new company that is composed of a collective of passionate marketers, engineers, and entrepreneurs who work with our portfolio of companies to bring their ideas to life and drive unreal growth. We work across multiple industries, pairing quality equipment with pivotal software enhancements to create best-in-class, customer-centric solutions. While we’re at it, we also give their marketing, sales, and business practices a serious makeover (and boy do we love a good makeover montage).</p>
<p>We have experience running our own successful startups, and we’ve brought over those lessons and values to the culture at Wicked. We know our stuff but we're still agile and ever-learning, empowering you to make a true impact at Wicked Co. and our portfolio companies.</p>
<p>We’re a family-owned business that values respect, honesty and our team. We want our employees to be passionate about their work, but we recognize you’re more than just your job. Wicked Co. appreciates our people and the unique personality and perspective each individual brings to our team.</p>
<p>We’re currently looking for a Senior Software Developer with experience in computer vision who actively embraces challenges, experiments without fear of failure, and puts the customer first. Sound like you? Take a look at some of our other qualifications below:</p>
<p>Experience in any of the following computer vision areas is beneficial:
Application of standard libraries for image processing (OpenCV, etc.)
Development of custom image processing algorithms
Object tracking
Object recognition
Testing of computer vision algorithms
3-D modeling of physical spaces and objects</p>
<p>General software development areas that are beneficial:
Experience writing and supporting production code
Revision control tools (we use Git)
Testing and verification
Deployment
Development methodologies
Build tools (CMake, make, ...)</p>
<p>Languages we commonly use:
C/C++
Python
Go
Bash shell</p>
<p>As a Senior Member of the team, you will be expected to:
Develop stable, reliable software systems based on provided software specifications
Actively participate in software development planning and design discussions
Participate in project planning and review sessions on projects for which you are a Project Owner or Team Captain
Provide technical guidance to junior members of the team and give constructive feedback during code review sessions</p>
<p>You will work with experienced developers who have built, shipped and supported software systems over multi-year life cycles.</p>
<p>We have some really exciting products in the pipeline where your work will make a big impact.</p>
",https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
483,Wicked Co.,"Lancaster, PA",Full Time,Senior Software Developer - Computer Vision,"<p>Wicked Co. is a new company that is composed of a collective of passionate marketers, engineers, and entrepreneurs who work with our portfolio of companies to bring their ideas to life and drive unreal growth. We work across multiple industries, pairing quality equipment with pivotal software enhancements to create best-in-class, customer-centric solutions. While we’re at it, we also give their marketing, sales, and business practices a serious makeover (and boy do we love a good makeover montage).</p>
<p>We have experience running our own successful startups, and we’ve brought over those lessons and values to the culture at Wicked. We know our stuff but we're still agile and ever-learning, empowering you to make a true impact at Wicked Co. and our portfolio companies.</p>
<p>We’re a family-owned business that values respect, honesty and our team. We want our employees to be passionate about their work, but we recognize you’re more than just your job. Wicked Co. appreciates our people and the unique personality and perspective each individual brings to our team.</p>
<p>We’re currently looking for a Senior Software Developer with experience in computer vision who actively embraces challenges, experiments without fear of failure, and puts the customer first. Sound like you? Take a look at some of our other qualifications below:</p>
<p>Experience in any of the following computer vision areas is beneficial:
Application of standard libraries for image processing (OpenCV, etc.)
Development of custom image processing algorithms
Object tracking
Object recognition
Testing of computer vision algorithms
3-D modeling of physical spaces and objects</p>
<p>General software development areas that are beneficial:
Experience writing and supporting production code
Revision control tools (we use Git)
Testing and verification
Deployment
Development methodologies
Build tools (CMake, make, ...)</p>
<p>Languages we commonly use:
C/C++
Python
Go
Bash shell</p>
<p>As a Senior Member of the team, you will be expected to:
Develop stable, reliable software systems based on provided software specifications
Actively participate in software development planning and design discussions
Participate in project planning and review sessions on projects for which you are a Project Owner or Team Captain
Provide technical guidance to junior members of the team and give constructive feedback during code review sessions</p>
<p>You will work with experienced developers who have built, shipped and supported software systems over multi-year life cycles.</p>
<p>We have some really exciting products in the pipeline where your work will make a big impact.</p>
",https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
488,GOhiring,,Full Time,,,,,40.2220692,-79.76293
489,GOhiring,,Full Time,,,https://www.gohiring.com/,,40.2220692,-79.76293
